ANCHORING_GROUP;PEAK_ABSORPTION_SOLUTION;DONOR;STRUCTURE;PEAK_ABSORPTION_METAL_OXIDE;METAL_OXIDE;SOLVENT;AGGREGATION;DOI
cyanoacrylic,carboxylic;476;carbazole;CCCCCCc1cc(sc1c1cc(c(s1)c1cc2c(s1)cc(c1c2n(CC)c2c1cccc2)c1ccccc1)CCCCCC)c1sc(cc1CCCCCC)C=C(C(=O)O)C#N;558;TiO2;chloroform;BATHOCHROMIC;10.1016/j.tet.2015.04.018
cyanoacrylic,carboxylic;460;misc;CCCCCCn1cc(c2c1ccc(c2)[N+](=O)[O-])C=C(c1ccc(s1)C=C(C(=O)O)C#N)C#N;440;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.dyepig.2016.05.016
carboxylic,rhodanine;497;misc;CCCCCCn1cc(c2c1ccc(c2)[N+](=O)[O-])/C=C(\c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)/C#N;450;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.dyepig.2016.05.016
benzoic,carboxylic;451;misc;CCCCCCn1cc(c2c1ccc(c2)[N+](=O)[O-])/C=C(\c1ccc(s1)/C=N/c1ccc(cc1)C(=O)O)/C#N;450;TiO2;chloroform;UNCHANGED;10.1016/j.dyepig.2016.05.016
cyanoacrylic,carboxylic;404;misc;CCCCCCn1cc(c2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)C1=CC#CC=C1)/C=C(\C(=O)O)/C#N;404;TiO2;chloroform;UNCHANGED;10.1016/j.electacta.2016.03.061
barbituric;440;triphenylamine;CCCCCCn1cc(c2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C1C(=O)NC(=O)NC1=O;440;TiO2;chloroform;UNCHANGED;10.1016/j.electacta.2016.03.061
cyanoacrylic,carboxylic;525;triphenylamine;N#CC(=Cc1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O;460;TiO2;chloroform;HYPSOCHROMIC;10.1021/jp809319x
cyanoacrylic,carboxylic;544;triphenylamine;N#CC(=Cc1sc(c2c1OCCO2)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O;495;TiO2;chloroform;HYPSOCHROMIC;10.1021/jp809319x
cyanoacrylic,carboxylic,malononitrile;720;indoline;CCCCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=C(C#N)C#N)/C=C\2/N(CCCC)c3c(C2(C)C)c2ccccc2cc3)[O-])C(c2c1ccc(c2)c1sc2c(c1)sc(c2)/C=C(/C(=O)O)\C#N)(C)C;700;TiO2;chloroform;HYPSOCHROMIC;10.1021/acsaem.8b00862
cyanoacrylic,carboxylic;664;indoline,squaraine;CCCCCC[N+]1=C(C=C2C(=C(C2=O)C=C2N(CCCCCC)c3c(C2(C)C)cccc3)[O-])C(c2c1ccc(c2)c1cc2c(s1)c(OC)c1c(c2OC)sc(c1)C=C(C(=O)O)C#N)(C)C;663;TiO2;chloroform;UNCHANGED;10.1021/acs.joc.6b02670
cyanoacrylic,carboxylic;664;indoline,squaraine;CCCCCCN1c2ccccc2C(C1=CC1=C([O-])C(=CC2=[N+](CCCCCC)c3c(C2(C)C)cc(cc3)c2sc3c(c2)c(OCC(CCCC)CC)c2c(c3OCC(CCCC)CC)cc(s2)C=C(C(=O)O)C#N)C1=O)(C)C;664;TiO2;chloroform;UNCHANGED;10.1021/acs.joc.6b02670
cyanoacrylic,carboxylic;514;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)S(=O)(=O)c1c2sc(c1)c1sc(c2c1OCCO2)/C=C(\C(=O)O)/C#N;480;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.04.113
cyanoacrylic,carboxylic;497;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(s2)cc(s1)c1sc(c2c1OCCO2)/C=C(\C(=O)O)/C#N;470;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.04.113
cyanoacrylic,carboxylic;492;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)S(=O)(=O)C(=C2C)c1sc(c2c1OCCO2)/C=C(\C(=O)O)/C#N;460;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.04.113
cyanoacrylic,carboxylic;494;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c(c(s2)c1sc(c2c1OCCO2)/C=C(\C(=O)O)/C#N)C;455;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.04.113
carboxylic,rhodanine;483;triphenylamine;OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccccc2)c2ccc(cc2)c2ccc(cc2)C=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)/C1=O;500;TiO2;chloroform;BATHOCHROMIC;10.1016/j.solener.2010.11.011
carboxylic,rhodanine;478;triphenylamine;OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccccc2)c2ccc(cc2)c2ccc(s2)c2ccc(cc2)C=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)/C1=O;478;TiO2;chloroform;UNCHANGED;10.1016/j.solener.2010.11.011
carboxylic,rhodanine;479;triphenylamine;OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccccc2)c2ccc(cc2)c2ccc(s2)c2ccc(s2)c2ccc(cc2)C=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)/C1=O;475;TiO2;chloroform;UNCHANGED;10.1016/j.solener.2010.11.011
alkoxysilane;507;carbazole;CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)Cc1ccc(cc1)[Si](OC)(OC)OC)\C#N)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC;507;TiO2;chloroform;UNCHANGED;10.1039/C5CC06759F
benzoic,carboxylic;856;indoline,squaraine;CCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)/C=C\2/N(CCCCCCC)c3c(C2(C)C)cc(cc3)C2=C([O-])C(=CC3=[N+](CCCC)c4c(C3(C)C)cccc4)C2=O)[O-])C(c2c1ccc(c2)C1=C([O-])/C(=C\C2=[N+](CCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O)(C)C;832;TiO2;chloroform;HYPSOCHROMIC;10.1039/C2NJ40991G
benzoic,carboxylic;848;indoline,squaraine;CCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)/C=C\2/N(CCCCCCC)c3c(C2(C)C)cc(cc3)C2=C([O-])C(=Cc3sc4c([n+]3CCCC)cccc4)C2=O)[O-])C(c2c1ccc(c2)C1=C([O-])/C(=C\C2=[N+](CCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O)(C)C;844;TiO2;chloroform;UNCHANGED;10.1039/C2NJ40991G
benzoic,carboxylic;642;indoline,squaraine;CCCCN1c2ccccc2C(/C/1=C\C1=C([O-])/C(=C\C2=[N+](CCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O)(C)C;643;TiO2;chloroform;UNCHANGED;10.1039/C2NJ40991G
benzoic,carboxylic;688;indoline;CCCCN1c2ccc(cc2C(/C/1=C/C1C([O-])C(=Cc2cc([o+]c(c2)C(C)(C)C)C(C)(C)C)C1=O)(C)C)C(=O)O;686;TiO2;chloroform;UNCHANGED;10.1021/jp412553z
benzoic,carboxylic;688;indoline;CCCCCCCCCCCCCN1c2ccc(cc2C(/C/1=C/C1C([O-])C(=Cc2cc([o+]c(c2)C(C)(C)C)C(C)(C)C)C1=O)(C)C)C(=O)O;689;TiO2;chloroform;UNCHANGED;10.1021/jp412553z
benzoic,carboxylic;745;indoline;CCCCN1c2ccc(cc2C(/C/1=C/C1C([O-])C(=Cc2cc([s+]c(c2)C(C)(C)C)C(C)(C)C)C1=O)(C)C)C(=O)O;742;TiO2;chloroform;UNCHANGED;10.1021/jp412553z
benzoic,carboxylic;745;indoline;CCCCCCCCCCCCN1c2ccc(cc2C(/C/1=C/C1C([O-])C(=Cc2cc([s+]c(c2)C(C)(C)C)C(C)(C)C)C1=O)(C)C)C(=O)O;743;TiO2;chloroform;UNCHANGED;10.1021/jp412553z
catechol;505;bodipy;CC1=CC(=[N+]2C1C(c1ccc(c(c1)O)O)c1c(C)cc(n1[B-]2(F)F)C)C;500;TiO2;chloroform;UNCHANGED;10.1016/j.optmat.2019.02.025
catechol;495;bodipy;CC1=CC(=[N+]2C1C(c1ccc(cc1)/N=C/c1cccc(c1O)O)c1c(C)cc(n1[B-]2(F)F)C)C;500;TiO2;chloroform;UNCHANGED;10.1016/j.optmat.2019.02.025
catechol;508;bodipy;CC1=CC(=[N+]2C1C(c1ccc(cc1)/N=C/c1ccc(c(c1)O)O)c1c(C)cc(n1[B-]2(F)F)C)C;500;TiO2;chloroform;UNCHANGED;10.1016/j.optmat.2019.02.025
cyanoacrylic,carboxylic;350;triphenylamine;COc1ccc(cc1)C#Cc1ccc(cc1)N(c1ccc(cc1)C#Cc1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)C#Cc1ccc(cc1)/C=C(\C(=O)O)/C#N;350;TiO2;chloroform;UNCHANGED;10.1016/j.solener.2015.11.025
cyanoacrylic,carboxylic;440;triphenylamine;N#C/C(=C\Oc1ccc(cc1)C#Cc1ccc(cc1)N(c1ccc(cc1)C#Cc1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)C#Cc1ccc(cc1)/C=C(\C(=O)O)/C#N)/C(=O)O;440;TiO2;chloroform;UNCHANGED;10.1016/j.solener.2015.11.025
cyanoacrylic,carboxylic;480;indoline;CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C;436;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2016.10.057
cyanoacrylic,carboxylic;465;indoline;CCCCCCc1cc(sc1c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C=C(\C(=O)O)/C#N;423;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2016.10.057
carboxylic,malononitrile;615;tetrahydroquinoline;CCCCCCC1CC(C)(CCCCCC)N(c2c1cc(/C=C/C1=C(C#N)C(=C(C#N)C#N)OC1(C)C)c(c2)CCC(=O)O)C;650;TiO2;chloroform;BATHOCHROMIC;10.1002/cssc.201100350
cyanoacrylic,carboxylic;531;triphenylamine,carbazole,perylene,anthracene;CCCCCCCCOc1cc(C)cc(c1n1c2cc(c3ccc(cc3)N(c3ccc(cc3)OCCCCCC)c3ccc(cc3)OCCCCCC)c3c4c2c2c1cc(C=C(C(=O)O)C#N)c1c2c(c4ccc3)ccc1)OCCCCCCCC;518;TiO2;chloroform;HYPSOCHROMIC;10.1021/ol503749f
cyanoacrylic,carboxylic;550;triphenylamine,carbazole,perylene,anthracene;CCCCCCCCOc1cc(C)cc(c1n1c2cc(c3ccc(cc3)N(c3ccc(cc3)OCCCCCC)c3ccc(cc3)OCCCCCC)c3c4c2c2c1cc(c1sc5c(c1)C(c1c5sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC)c1c2c(c4ccc3)ccc1)OCCCCCCCC;500;TiO2;chloroform;HYPSOCHROMIC;10.1021/ol503749f
cyanoacrylic,carboxylic;502;triphenylamine,carbazole,perylene,anthracene;CCCCCCCCOc1cc(C)cc(c1n1c2cc(c3ccc(cc3)N(c3ccc(cc3)OCCCCCC)c3ccc(cc3)OCCCCCC)c3c4c2c2c1cc(c1ccc(c5c1nsn5)c1sc5c(c1)C(c1c5sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC)c1c2c(c4ccc3)ccc1)OCCCCCCCC;450;TiO2;chloroform;HYPSOCHROMIC;10.1021/ol503749f
cyanoacrylic,carboxylic;416;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)C(C)(C)C;399;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
cyanoacrylic,carboxylic;413;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C(C(=O)O)C#N)c1c(C)cc(cc1C)C;371;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
cyanoacrylic,carboxylic;418;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)OC;404;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
cyanoacrylic,carboxylic;414;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)C=C(C(=O)O)C#N)c1ccccc1;400;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
cyanoacrylic,carboxylic;408;carbazole;CCCCCCCCn1c2ccc(cc2c2c1cccc2)C=C(C(=O)O)C#N;403;TiO2;chloroform;UNCHANGED;10.1039/C6RA01185C
carboxylic,rhodanine;456;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(cc1)C(C)(C)C)C=C1SC(=S)N(C1=O)CC(=O)O;371;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
carboxylic,rhodanine;453;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1c(C)cc(cc1C)C)C=C1SC(=S)N(C1=O)CC(=O)O;371;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
carboxylic,rhodanine;457;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(cc1)OC)C=C1SC(=S)N(C1=O)CC(=O)O;371;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
carboxylic,rhodanine;454;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccccc1)C=C1SC(=S)N(C1=O)CC(=O)O;371;TiO2;chloroform;HYPSOCHROMIC;10.1039/C6RA01185C
cyanoacrylic,carboxylic;425;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;420;TiO2;chloroform;UNCHANGED;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;419;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;490;TiO2;chloroform;BATHOCHROMIC;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;424;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)c1ccc(s1)/C=C(\C(=O)O)/C#N;470;TiO2;chloroform;BATHOCHROMIC;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;442;triphenylamine;N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;429;TiO2;chloroform;HYPSOCHROMIC;10.1021/sc400293v
cyanoacrylic,carboxylic;458;triphenylamine,indoline;N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc2c(c1)C1CCCC1N2c1ccccc1)/C(=O)O;440;TiO2;chloroform;HYPSOCHROMIC;10.1021/sc400293v
cyanoacrylic,carboxylic;479;triphenylamine,indoline;N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc2c(c1)C1CCCC1N2c1ccccc1)c1ccc(cc1)c1ccc2c(c1)C1CCCC1N2c1ccccc1)/C(=O)O;465;TiO2;chloroform;HYPSOCHROMIC;10.1021/sc400293v
cyanoacrylic,carboxylic;439;phenothiazine;CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)C#Cc1ccc(cc1)C(F)(F)F;460;TiO2;chloroform;BATHOCHROMIC;10.1039/C9TC01727E
cyanoacrylic,carboxylic;444;phenothiazine;CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)C#Cc1ccc(cc1)OC;460;TiO2;chloroform;BATHOCHROMIC;10.1039/C9TC01727E
cyanoacrylic,carboxylic;534;bodipy,triphenylamine;CC1C2C(C)=C(C(C)=[N+]2[B-](F)(F)n2c(C)c(\C=C(/C#N)C(O)=O)c(C)c12)c1ccc(cc1)N(c1ccccc1)c1ccccc1;508;TiO2;chloroform;HYPSOCHROMIC;10.1002/asia.201100779
cyanoacrylic,carboxylic;537;bodipy,triphenylamine;CC1=C(C(C)=[N+]2C1C(c1c(C)c(C=C(C#N)C(O)=O)c(C)n1[B-]2(F)F)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1;526;TiO2;chloroform;HYPSOCHROMIC;10.1002/asia.201100779
cyanoacrylic,carboxylic;534;bodipy,triphenylamine;CCCCCC1c2c(C)c(cn2[B-]([N+]2=C(C(=C(C12)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C)(F)F)C;530;TiO2;chloroform;UNCHANGED;10.1002/asia.201100779
cyanoacrylic,carboxylic;472;misc;CCCCCC1C2C(C)=C(C(C)=[N+]2[B-](F)(F)n2c(C)c(C=C(C#N)C(O)=O)c(C)c12)c1ccc(cc1)N(c1ccccc1)c1ccccc1;470;TiO2;chloroform;UNCHANGED;10.1246/bcsj.20100302
cyanoacrylic,carboxylic;465;misc;CCCCCCc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1CCCCCC)c1sc(c(c1)CCCCCC)c1ccc(s1)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N;470;TiO2;chloroform;UNCHANGED;10.1246/bcsj.20100302
cyanoacrylic,carboxylic;467;misc;CCCCCCc1cc(sc1c1ccc(s1)c1ccc(s1)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)c1ccc(s1)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(c(c1)CCCCCC)c1ccc(s1)c1ccc(s1)c1sccc1CCCCCC;470;TiO2;chloroform;UNCHANGED;10.1246/bcsj.20100302
carboxylic,rhodanine;500;misc;CN(c1ccc(cc1)C(=Cc1ccc(cc1)C=C1SC(=S)N(C1=O)CC(=O)O)c1ccc(cc1)N(C)C)C;475;TiO2;chloroform;HYPSOCHROMIC;10.1002/cjoc.201190066
carboxylic,rhodanine;444;misc;OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)c2ccc(cc2)C=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)/C1=O;400;TiO2;chloroform;HYPSOCHROMIC;10.1002/cjoc.201190066
carboxylic,rhodanine;496;misc;OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)c2ccc(s2)C=C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)C1=O;400;TiO2;chloroform;HYPSOCHROMIC;10.1002/cjoc.201190066
cyanoacrylic,carboxylic;432;triphenylamine;N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O;425;TiO2;chloroform;UNCHANGED;10.1016/j.tet.2010.02.095
cyanoacrylic,carboxylic;432;triphenylamine;N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O;435;TiO2;chloroform;UNCHANGED;10.1016/j.tet.2010.02.095
cyanoacrylic,carboxylic;434;triphenylamine;N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O;430;TiO2;chloroform;UNCHANGED;10.1016/j.tet.2010.02.095
cyanoacrylic,carboxylic;463;triphenylamine;N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O;460;TiO2;chloroform;UNCHANGED;10.1016/j.tet.2010.02.095
cyanoacrylic,carboxylic;400;triphenylamine;CCCCCCCCOc1c(/C=C/c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc1/C=C/c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(s1)/C=C(/C(=O)O)\C#N;410;TiO2;chloroform;UNCHANGED;10.1021/jp911139x
cyanoacrylic,carboxylic;401;triphenylamine;CCCCCCCCOc1c(/C=C/c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)cc(cc1/C=C/c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N;411;TiO2;chloroform;UNCHANGED;10.1021/jp911139x
cyanoacrylic,carboxylic;413;misc;CCCCCCCCOc1c(C)cc(cc1C)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N;425;TiO2;chloroform;BATHOCHROMIC;10.1021/jp911139x
carboxylic,malononitrile;566;indoline;CCCCC1(CCCC)c2cc(ccc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)/C=c/1\s/c(=c\2/sc(=C(C#N)C#N)n(c2=O)CCCCCCCC(=O)O)/n(c1=O)CC(=O)O;550;TiO2;chloroform;HYPSOCHROMIC;10.1039/C5RA23623A
cyanoacrylic,carboxylic;557;indoline;CCCCCCCCn1c(=O)/c(=C/c2ccc3c(c2)C2CCCC2N3c2ccc3c(c2)C(CCCC)(CCCC)c2c3cccc2)/s/c/1=c\1/s/c(=C(\C(=O)O)/C#N)/n(c1=O)CCCCCCCC;530;TiO2;chloroform;HYPSOCHROMIC;10.1039/C5RA23623A
cyanoacrylic,carboxylic;558;indoline;CCCCCCCCn1/c(=C(/C(=O)O)\C#N)/s/c(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCC)(CCCC)c3c4cccc3)/c(=O)n2CC(=O)O)/c1=O;550;TiO2;chloroform;UNCHANGED;10.1039/C5RA23623A
carboxylic,malononitrile;566;indoline;CCCCCCCCn1c(=C(C#N)C#N)s/c(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCC)(CCCC)c3c4cccc3)/c(=O)n2CC(=O)O)/c1=O;570;TiO2;chloroform;UNCHANGED;10.1039/C5RA23623A
cyanoacrylic,carboxylic;418;diphenylamine;CCCCCCN(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(\C(=O)O)/C#N)\C#N;509;TiO2;chloroform;BATHOCHROMIC;10.1021/acs.jpcc.9b06525
carboxylic,rhodanine;449;diphenylamine;CCCCCCN(c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)\C#N;530;TiO2;chloroform;BATHOCHROMIC;10.1021/acs.jpcc.9b06525
benzoic,carboxylic;472;diphenylamine;CCCCCCN(c1ccc(cc1)/C=N/Nc1ccc(cc1)C(=O)O)c1ccc(cc1)/C=C(/c1ccc(s1)/C=N/Nc1ccc(cc1)C(=O)O)\C#N;455;TiO2;chloroform;HYPSOCHROMIC;10.1021/acs.jpcc.9b06525
barbituric;479;diphenylamine;CCCCCCN(c1ccc(cc1)C=C1C(=O)NC(=O)NC1=O)c1ccc(cc1)/C=C(/c1ccc(s1)C=C1C(=O)NC(=O)NC1=O)\C#N;498;TiO2;chloroform;BATHOCHROMIC;10.1021/acs.jpcc.9b06525
cyanoacrylic,carboxylic;398;carbazole;CCCCCCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c(c1F)F)/C=C(\C(=O)O)/C#N;417;TiO2;chloroform;BATHOCHROMIC;10.1016/j.dyepig.2019.108021
cyanoacrylic,carboxylic;401;carbazole;CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(c(c1F)F)/C=C(/C(=O)O)\C#N)c1ccc(c(c1F)F)/C=C(\C(=O)O)/C#N;453;TiO2;chloroform;BATHOCHROMIC;10.1016/j.dyepig.2019.108021
benzoic,carboxylic;408;carbazole;CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)OCCCCCCCC;423;TiO2;chloroform;BATHOCHROMIC;10.1021/acs.jpcc.9b03986
benzoic,carboxylic;449;carbazole;CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)c1cc(cc3c1n2c1ccc(cc1C3(C)C)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)OCCCCCCCC;462;TiO2;chloroform;BATHOCHROMIC;10.1021/acs.jpcc.9b03986
carboxylic;543;indoline;CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccccc3OC)/c(=O)n2CC(=O)O)/C1=O;520;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.03.060
carboxylic;545;indoline;CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccccc3OCCCC)/c(=O)n2CC(=O)O)/C1=O;520;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.03.060
carboxylic;545;indoline;CCCCCCCCOc1ccccc1N1c2ccc(cc2C2C1CCC2)/C=c/1\s/c(=C\2/SC(=S)N(C2=O)CCCCCCCC)/n(c1=O)CC(=O)O;520;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.03.060
carboxylic;547;indoline;CCCCCCCCCCCCOc1ccccc1N1c2ccc(cc2C2C1CCC2)/C=c/1\s/c(=C\2/SC(=S)N(C2=O)CCCCCCCC)/n(c1=O)CC(=O)O;520;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.03.060
carboxylic;547;indoline;CCCCCCCCCCCCCCCCCCOc1ccccc1N1C2CCCC2c2c1ccc(c2)/C=c/1\s/c(=C\2/SC(=S)N(C2=O)CCCCCCCC)/n(c1=O)CC(=O)O;520;TiO2;chloroform;HYPSOCHROMIC;10.1016/j.tet.2012.03.060
benzoic,carboxylic;561;indoline;CCCCCCc1cc(sc1C=C1Sc2c(C1=O)cc(cc2)C(=O)O)c1ccc2c(c1)C1CCCC1N2c1ccc2c(c1)C(C)(C)c1c2cccc1;561;TiO2;chloroform;UNCHANGED;10.1016/j.tet.2018.04.077
